Function,Service,Date Grant Awarded,Time Period for Grant,Grant Beneficiary,Beneficiary's registration Number,Purpose of Grant,Amount,Revenue / Capital
CoPHEP,Communities,10.3.2017,Mar-2017,ASHBURTON MUSEUM                        ,306647,for restoration of display cabinets,316,Revenue
CoPHEP,Communities,27 September 2017,Mar-18,ASHWATER FOOTBALL CLUB                  ,none,Electric supply to football club,250,Revenue
CoPHEP,Communities,13 September 2017,01 March 2018,ASSIST TEIGNBRIDGE                      ,1154936,Help to support older & vulnerable people,1000,Revenue
CoPHEP,Communities,12-Jan-2017,Mar-2017,ATHERINGTON CHILDRENS PLAYING           ,none,To purchase folding outdoor tables and chairs,500,Revenue
CoPHEP,Communities,09 August 2017,01-Mar-2018,ATLANTIC RACQUET CENTRE                 ,Charity 1156455,For equipment & fittings,500,Revenue
CoPHEP,Communities,22 September 2017,01-Mar-2018,ATLANTIC RACQUET CENTRE                 ,Charity 1156455,equipment for disabled facility,500,Revenue
CoPHEP,Communities,2.3.2017,Mar-2017,AXMINSTER ARTS_LTD                      ,company 10156049,for refubishment of much used hub ,800,Revenue
CoPHEP,Communities,04-Aug-2017,01 October 2017,AXMINSTER INDOOR BOWLING CLUB           ,none,Replace all lighting to same type,200,Revenue
CoPHEP,Communities,16-Nov-2017,01 March 2018,AXMINSTER JOB CLUB                      ,none,to cover rent of room,780,Revenue
CoPHEP,Communities,5.1.2017,Mar-2017,B T VOLUNTEERS                          ,none,for junior life skills training,1000,Revenue
CoPHEP,Communities,28.2.2017,Mar-2017,BAMPTON(DEVON)COMMUNITY HUB CIO         ,1164615,for flat roof replacement ,3500,Revenue
CoPHEP,Communities,10.01.2017,Mar-2017,BANK YOUTH PROJECT                      ,Charity No: 1075067,"New seating, television, stand and painting of mural",2000,Revenue
CoPHEP,Communities,21.02.2017,Mar-2017,BARNFIELD HILL SURGERY                  ,none,for patients garden,200,Revenue
CoPHEP,Communities,07-Mar-2017,Mar-2017,BARNSTAPLE FAIR CARNIVAL                ,Charity No. 1077630,Annual insurance,483,Revenue
CoPHEP,Communities,13 July 2017,01 September 2017,BARNSTAPLE FAIR CARNIVAL                ,Charity No. 1077630,Barnstaple Fair committee,250,Revenue
CoPHEP,Communities,13 July 2017,01 September 2017,BARNSTAPLE FAIR CARNIVAL                ,Charity No. 1077630,For Hire of mobile radios,250,Revenue
CoPHEP,Communities,09 August 2017,01 August 2017,BARNSTAPLE FAIR HERITAGE SOCIETY        ,none,Barnstaple Fair Heritage Society,300,Revenue
CoPHEP,Communities,08-Mar-2017,Mar-2017,BARNSTAPLE PILOT GIG CLUB               ,None,various new equipment,250,Revenue
CoPHEP,Communities,20 August 2017,01 December 2017,BARNSTAPLE TOWNCENTRE MANAGEMENT        ,none,Barstaple Town Centre Management,1000,Revenue
CoPHEP,Communities,20 August 2017,01 December 2017,BARNSTAPLE TOWNCENTRE MANAGEMENT        ,none,Christmas late night shopping entertainment,1000,Revenue
CoPHEP,Communities,26-Jan-2017,Mar-2017,BARNSTAPLE YOUNG GENERATION             ,charity 1113996 Company no. 05712378,costumes for production of 'Hairspray' by BYG,250,Revenue
CoPHEP,Communities,16.1.2017,Mar-2017,BEEHIVE THE                             ,1162412,for installation of sound proofing of reception area,1500,Revenue
CoPHEP,Communities,20.7.2017,Mar-2018,BIDEFORD A F C                          ,none,for new equipment ,800,Revenue
CoPHEP,Communities,24 August 2017,Nov-2017,BIDEFORD AMATEUR BOXING CLUB            ,none,Replace exercise equipment,1700,Revenue
CoPHEP,Communities,05 July 2017,01-Mar-2018,BIDEFORD BUZZ NEWSLETTER GROUP          ,none,community Newsletter,400,Revenue
CoPHEP,Communities,21-Dec-2016,Jan-17,BIDEFORD FESTIVALS COMMITTEE            ,none,Support for New Years Eve festivities,700,Revenue
CoPHEP,Communities,14 September 2017,Nov-2017,BIKE SHED THEATRE PRODUCTIONS           ,1153308,Outreach project of 3 performances,1500,Revenue
CoPHEP,Communities,05 June 2017,01 June 2017,BLACKAWTON PLAYING FIELD                ,Charity no. 201511,remedial maintenance,1000,Revenue
CoPHEP,Communities,30.01.2017,Mar-2017,BLACKDOWN HEALTHY LIVING AND            ,Charity No: 1154693,Low cost clinic,500,Revenue
CoPHEP,Communities,30.01.2017,Mar-2017,BLACKDOWN HEALTHY LIVING AND            ,Charity No: 1154693,Connecting Cameo,500,Revenue
CoPHEP,Communities,3.08.2017,31 March 2018,BONIFACE LINK ASSOCIATION               ,none,for reprint of leaflets ,269,Revenue
CoPHEP,Communities,28.11.2017,01 March 2018,BOVEY TRACEY AFC                        ,none,for emergency lighting  & fire detection,1250,Revenue
CoPHEP,Communities,05.02.2017,Mid March 2017,BOVEY TRACEY BOWLING CLUB               ,CH1276,Improvement to safety netting,600,Revenue
CoPHEP,Communities,28.2.2017,Mar-2017,BOVEY TRACEY HERITAGE TRUST             ,1063070,for new laptop,125,Revenue
CoPHEP,Communities,12 July 2017,01 September 2017,BOVEY TRACEY HORTICULTURAL SOCTY        ,none,Summer show,1000,Revenue
CoPHEP,Communities,28.01.2017,Mar-2017,BOVEY TRACEY SWIMMING POOL              ,300773,Replace security fencing around pool,2000,Revenue
CoPHEP,Communities,17.01.2017,Mar-2017,BRADNINCH MEMORIAL FUND                 ,none,Memory Café set up,150,Revenue
CoPHEP,Communities,18.07.2017,01 March 2018,BRADNINCH MEMORIAL FUND                 ,none,to assist with creating a community landing site for Devon Air Ambulance,500,Revenue
CoPHEP,Communities,18.07.2017,01 March 2018,BRADNINCH MEMORIAL FUND                 ,none,for 2 heritage boards to commemorate end of WW1,500,Revenue
CoPHEP,Communities,24.11.2017,01 March 2018,BRAMPFORD SPEKE AREA PRE-SCHOOL         ,1024780,for resources and equipment,2500,Revenue
CoPHEP,Communities,3.2.2017,Mar-2017,BRANSCOMBE VILLAGE HALL                 ,300776,for new play equipment in the children's play area ,2000,Revenue
CoPHEP,Communities,07 November 2017,01 March 2018,BRAUNTON BOWLING CLUB                   ,CASC 02200,Improvements to enable access to disabled,1000,Revenue
CoPHEP,Communities,07 November 2017,31 December 2017,BRAUNTON MUSEUM                         ,Charity 1010422,New sign on the museum,470,Revenue
CoPHEP,Communities,6.3.2017,Mar-2017,BRENDON VILLAGE HALL                    ,255271,for replacment playground equipment ,1000,Revenue
CoPHEP,Communities,25.01.17,Mar-2017,BRENT SINGERS                           ,none,venues and transport for choir,300,Revenue
CoPHEP,Communities,6.3.2017,Mar-2017,BRIXINGTON COMMUNITY CHURCH             ,139968,for Parent Pop in group,1000,Revenue
CoPHEP,Communities,03.02.2017,28.02.2017,BUCKLAND & MILBER COMMUNITY ASSC        ,268849,New boiler and pipework,3000,Revenue
CoPHEP,Communities,30 June 2017,01 October 2017,BUCKLAND & MILBER YOUTH GROUP           ,charity 268849,to expand the youth club,500,Revenue
CoPHEP,Communities,20 June 2017,01 June 2017,BUCKLAND ATHLETIC FOOTBALL CLUB         ,none,kit and training kit,500,Revenue
CoPHEP,Communities,27-Jan-2017,Mar-2017,BUCKS CROSS VILLAGE HALL MAN CTT        ,Charity No. 1126677,Upgrading kitchen,500,Revenue
CoPHEP,Communities,23 October 2017,Mar-18,BUDE & HOLSWORTHY MACULAR SOCIET        ,charity 1001198,Video Magnifier,2034,Revenue
CoPHEP,Communities,23.1.2017,Mar-2017,BUDLEIGH COMMUNITY YOUTH TRUST          ,None,to provide youth club facilities,650,Revenue
CoPHEP,Communities,09.01.2017,Feb-2017,BUNGALOW YOUTH PROJECT                  ,1101187,New computers,1500,Revenue
CoPHEP,Communities,22 June 2017,Mar-18,BUSINESSES OF BIDEFORD                  ,none,Book on Tarka the Otter statue,300,Revenue
CoPHEP,Communities,11 August 2017,01 October 2017,BUTTERLEIGH HARVEST HOME                ,none,replacement tables & chairs,350,Revenue
CoPHEP,Communities,11-Jul-2017,Mar-2018,CAROUSEL TOY LIBRARY                    ,Charity 1100532,New & replacement toys,560,Revenue
CoPHEP,Communities,18.02.2017,15.03.2017,CATALYST YOUTH GRP/AVENUE CHURCH        ,None,Purchase of sports equipment,800,Revenue
CoPHEP,Communities,26 July 2017,Aug-2017,CHAGFORD FILM FESTIVAL                  ,Company 9583219 CIC,Community event showing film 'Jaws',250,Revenue
CoPHEP,Communities,14 July 2017,Mar-2017,CHAGFORD SWIMMING POOL                  ,none,New waste water treatment system,500,Revenue
CoPHEP,Communities,08-Jan-2017,Feb-2017,CHAGFORD YOUTH THEATRE                  ,none,to take part in National Theatre Connections,300,Revenue
CoPHEP,Communities,20 September 2017,01 March 2018,CHERITON FITZPAINE AFC                  ,none,Lights ofr night landing,1000,Revenue
CoPHEP,Communities,11 August 2017,01 November 2017,CHERITON FITZPAINE COMM SHOP LTD        ,RS007553,website training & brochure,1750,Revenue
CoPHEP,Communities,17 June 2017,01 July 2017,CHERITON FITZPAINE PARISH HALL          ,Charity 202545,Erection of handrail,150,Revenue
CoPHEP,Communities,6.3.2017,Mar-2017,CHILDRENS HOSPICE SOUTH WEST            ,103314,for promotional equipment for annual event ,970.79,Revenue
CoPHEP,Communities,15.01.2017,Jan-2017,CHRISTOW COMMUNITY DAAT                 ,none,Flood lights for new landing site,1000,Revenue
CoPHEP,Communities,28 August 2017,01 November 2017,CHUDLEIGH KNIGHTON VILLAGE HALL         ,none,re-roofing the hall,500,Revenue
CoPHEP,Communities,31 August 2017,31 March 2018,CHURCHES HOUSING ACTION TEAM            ,Charity 1049478 & co. 03096996,Housing advice across Mid Devon,500,Revenue
CoPHEP,Communities,25.07.2017,01 November 2017,CHURCHES HOUSING ACTION TEAM            ,Charity 1049478 & co. 03096996,for new equipment for Hub ,500,Revenue
CoPHEP,Communities,20 October 2017,01 March 2018,CHURCHES HOUSING ACTION TEAM            ,Charity 1049478 & co. 03096996,For computers (2nd grant),850,Revenue
CoPHEP,Communities,17 June 2017,01 November 2017,CLAYHIDON CHARITY                       ,Charity 204274,Wiltown Turbary restoration,200,Revenue
CoPHEP,Communities,09 September 2017,01-Mar-2018,CLINTON HALL THE                        ,charity 1002372, New Boiler ,500,Revenue
CoPHEP,Communities,24.07.2017,01 March 2018,CLYST ST LAWRENCE VILLAGE               ,none,for purchase and installation of defibrillator ,250,Revenue
CoPHEP,Communities,13.2.2017,Mar-2017,COFFEE CLUB SOCIAL EVENTS THE           ,none,for events,1000,Revenue
CoPHEP,Communities,22 June 2017,01 October 2017,COFTON ST MARY PCC                      ,none,CCTV cameras,1000,Revenue
CoPHEP,Communities,10-Feb-2017,Feb-2017,COMBE MARTIN MUSEUM                     ,Charity No. 1167141,Floor standing collection box,500,Revenue
CoPHEP,Communities,23 August 2017,25 September 2017,COMBE MARTIN MUSEUM                     ,Charity 1167141,to use a Marine Biologist to work with Primary School children on marine litter & toxic waste,450,Revenue
CoPHEP,Communities,11 October 2017,01 December 2017,COMBEINTEIGNHEAD VILLAGE HALL           ,charity 202712,Safety railings on new access ramp,500,Revenue
CoPHEP,Communities,25-Apr-2016,Mar-2017,Community First Responder paid via (SOUTH WEST AMBULANCE SERVICE)     ,none,Defibrillator ,900,Revenue
CoPHEP,Communities,15 July 2017,01 December 2017,CORNWORTHY VILLAGE HALL                 ,Charity 283965,Repairs to ceiling,500,Revenue
CoPHEP,Communities,16-Oct-2017,Mar-2018,COUNTESS WEAR VILLAGE HALL              ,none,Concessionary fees,500,Revenue
CoPHEP,Communities,28.02.2017,Mar-2017,CREDITON ARTS CENTRE                    ,1155513,Hopping Mad production by youth theatre for venue hire ,694,Revenue
CoPHEP,Communities,20.01.2017,Feb-2017,CREDITON COMMUNITY BOOKSHOP             ,IP 031781,Electrical rewiring of shop premises,1000,Revenue
CoPHEP,Communities,15 September 2017,01 March 2018,CREDITON TOWN TEAM                      ,none,the Boniface Project,500,Revenue
CoPHEP,Communities,20.02.2017,Mar-2017,CREDITON UNITED A.F.C                   ,none,for reupholstering 8 bench seats ,500,Revenue
CoPHEP,Communities,07 November 2017,30 November 2017,CULLOMPTON COMMUNITY ASSOCIATION        ,charity 270312,New tractor to mow grass,300,Revenue
CoPHEP,Communities,03 November 2017,28 February 2018,CULLOMPTON CRICKET CLUB                 ,none,Electronic Cricket Scoreboard,300,Revenue
CoPHEP,Communities,12 October 2017,01 March 2018,CULLOMPTON DISABILITY ACTION GRP        ,none,Trips & christmas lunch,450,Revenue
CoPHEP,Communities,28 September 2017,01 March 2018,CULLOMPTON FAMILY CENTRE                ,charity 1057554,rent of room for drop-in centre,400,Revenue
CoPHEP,Communities,16 October 2017,01 November 2017,CULLOMPTON PRE SCHOOL                   ,Charity 1029404,Outdoor waterproofs for forest School sessions,299.85,Revenue
CoPHEP,Communities,13 October 2017,01 November 2017,CULLOMPTON SCOUT GROUP                  ,none,Kitchen equipment for new scout centre,300,Revenue
CoPHEP,Communities,20 September 2017,01 December 2017,CULLOMPTON TEA DANCERS                  ,none,to host tea dances every 2nd Monday for the elderley community,300,Revenue
CoPHEP,Communities,18.01.2017,31.03.2017,CULMSTOCK COMMUNITY PROJECTS            ,None,Creation of a community garden,1000,Revenue
CoPHEP,Communities,27.02.2017,Mar-2017,CYGNET TRAINING THEATRE                 ,1081824 & 3905769,for community theatre project ,250,Revenue
CoPHEP,Communities,Aug-2017,01 December 2017,D Y S SPACE LTD                         ,charity 1173430 co. 10229618,Youth Arts Events,300,Revenue
CoPHEP,Communities,9.01.17,Mar-2017,DAISY PRE SCHOOL                        ,Charity No. 1030989,Domestic Abuse Counsellors for play sessions,1000,Revenue
CoPHEP,Communities,26 June 2017,Aug-2017,DARTMOOR FOLK FESTIVAL ASSC             ,none,display to mark 40th anniversary of Dartmoor Folk Festival,250,Revenue
CoPHEP,Communities,10-Mar-2017,Mar-2017,DARTMOOR SPEEDWATCH                     ,none,portable hazard signs ,200,Revenue
CoPHEP,Communities,10 August 2017,01 December 2017,DARTMOUTH GREEN PARTNERSHIPS            ,Charity: 1164582,Information Boards & Plaques,1000,Revenue
CoPHEP,Communities,01 November 2017,01 March 2018,DARTMOUTH ORCHESTRAL SOCIETY            ,charity 1085224,For a conductor to help instruct rehearsals,100,Revenue
CoPHEP,Communities,14 June 2017,01 June 2017,DARTMOUTH TOURIST INFO CENTRE           ,none,Opening of historic Newcomen Memorial engine House,2000,Revenue
CoPHEP,Communities,22 July 2017,01 September 2017,DAWLISH & TEIGNMOUTH AREA               ,Charity 1163443,Purchase of equipment,500,Revenue
CoPHEP,Communities,01 July 2017,01 December 2017,DAWLISH AGE CONCERN                     ,none,Help to pay rent & transport,250,Revenue
CoPHEP,Communities,25 May 2017,29 May 2017,DAWLISH ARTS FESTIVAL LTD               ,Charity 1166142 Company 8546761,to enable disabled & older people to enjoy the  Arts Festival,250,Revenue
CoPHEP,Communities,06 June 2017,    August 2017,DAWLISH CELEBRATES CARNIVAL             ,Charity 10690469,a week long celebration,500,Revenue
CoPHEP,Communities,25 May 2017,11 September 2017,DAWLISH CHORAL SOCIETY                  ,Charity No. 1094785,performance of classical choral works,250,Revenue
CoPHEP,Communities,02-Mar-2017,Mar-2017,DEMENTIA FRIENDLY PARISHES              ,none,Working with people with dementia & families,1000,Revenue
CoPHEP,Communities,10.3.2017,Mar-2017,DEVON & EXETER JIGSAW PUZZLE LIB        ,278874,for rental of premises,300,Revenue
CoPHEP,Communities,19.10.2016,Mar-2017,DEVON DEVELOPMENT EDUCATION             ,1102233,for food project in Montgomery School ,250,Revenue
CoPHEP,Communities,29 September 2017,01-Nov-2017,DOLTON & DOWLAND CARNIVAL               ,none,Purchase of 180 no parking cones,500,Revenue
CoPHEP,Communities,11.01.17,Jan-2017,DOWN THOMAS SILVER JUBILEE HALL         ,charity No. 201596,new manhole covers & Devon Hedge repair,2500,Revenue
CoPHEP,Communities,26 October 2017,01 February 2018,DOWNS SYNDROME ASSOCIATION              ,Charity 1061474,"To help with costs of group i.e. printing, catering, volunteer expenses",3000,Revenue
CoPHEP,Communities,4.12.2017,01 March 2018,DRUID WELLWOOD                          ,none,to weatherproof compost loo,1000,Revenue
CoPHEP,Communities,17.01.2017,Mar-2017,DUCHY PRE-SCHOOL & PLAYGROUP            ,Charity 1157005,New toys plus further payment ,150,Revenue
CoPHEP,Communities,18.07.2017,01 March 2018,DUCHY PRE-SCHOOL & PLAYGROUP            ,Charity 1157005,for new play equipment ,250,Revenue
CoPHEP,Communities,12.1.2017,Mar-2017,DURYARD ESTATE MANAGEMENT COMMTT        ,None,for reinstating 120 m of track in Belvidere Road within Grassway Wood,1500,Revenue
CoPHEP,Communities,08 August 2017,01 March 2018,EAGLES ACROBATICS                       ,none,Acrobatics club for children,650,Revenue
CoPHEP,Communities,05 October 2017,01 December 2017,EAST & WEST BUCKLAND VILLAGE HAL        ,none,replace old electric fan heaters,1000,Revenue
CoPHEP,Communities,14.11.16,Mar-2017,EAST DEVON CITZENS ADVICE BUREAU        ,1115963,"Cranbrook outreach, Lloyds TSB & local clubs & trusts",235,Revenue
CoPHEP,Communities,22 August 2017,01 October 2017,EAST TEIGNBRIDGE C T A                  ,charity 1168994 Company 10250030,New phone and IT system for bookings,1000,Revenue
CoPHEP,Communities,05 October 2017,01 February 2018,EAST WORLINGTON PARISH HALL             ,Charity 267969,Refurbishment of kitchen,300,Revenue
CoPHEP,Communities,01 November 2017,01 March 2018,EASTSIDE YOUTH F C                      ,none,Storage & welfare fcilities & Rock Park,1000,Revenue
CoPHEP,Communities,6.3.2017,Mar-2017,ELMBRIDGE & DUNVEGAN RES ASSOC          ,none,for start up costs ,200,Revenue
CoPHEP,Communities,23-Aug-2017,01 March 2018,Cranbrook Active Mums via (EXEPLORE LTD)                            ,none,Two bikes & equipment,500,Revenue
CoPHEP,Communities,18.1.2017,Mar-2017,EXETER CITIZENS ADVICE BUREAU           ,1091143 & 4334063,for provision of advice & information for people in Newtown & Polsloe area,500,Revenue
CoPHEP,Communities,3.2.2017,Mar-2017,EXETER CITIZENS ADVICE BUREAU           ,1091143 & 4334063,for provision of advice & information and volunteering opportunities in Priory & St Leonards area,699,Revenue
CoPHEP,Communities,13-Feb-2017,Mar-17,EXETER CITIZENS ADVICE BUREAU           ,1091143 & 4334063,Advice & Support St Davids/St James,500,Revenue
CoPHEP,Communities,18-Sep-2017,Nov-2017,EXETER COMMUNITY INITIATIVES            ,none,for purchase of community Notice Board (extra money to purchase a more substantial noticeboard),418.8,Revenue
CoPHEP,Communities,9.1.2017,Mar-2017,EXETER COMMUNITY TRANSPORT ASSOC        ,none,for new tramper scooter,1113,Revenue
CoPHEP,Communities,6.3.2017,Mar-2017,EXETER COMMUNITY TRANSPORT ASSOC        ,none,for fleet replacement phase 2 ,470.87,Revenue
CoPHEP,Communities,8.2.2017,Mar-2017,EXETER FAIRTRADE STEERING CMTEE         ,none,for signage in Exeter ,450,Revenue
CoPHEP,Communities,28.02.2017,Mar-2017,EXETER FOOD ACTION                      ,1155313,for purchase of fridge/freezer,940.82,Revenue
CoPHEP,Communities,2.2.2017,Mar-2017,EXETER FOODBANK                         ,1128795,for satellite centre at Beacon Community Centre,700,Revenue
CoPHEP,Communities,4.1.2017,Mar-2017,EXETER LOCAL HISTORY SOCIETY            ,none,for display panels in St Stephens Church ,300,Revenue
CoPHEP,Communities,28.02.2017,Mar-2017,EXETER POLICE & COMMUNITY CHOIR         ,None,for venue hire ,250,Revenue
CoPHEP,Communities,Jun-2017,Aug-2017,EXETER SCRAPSTORE                       ,Charity 1143182,"new 35 year lease, adverts, planning application, free children's event",1000,Revenue
CoPHEP,Communities,23-Oct-2017,01 March 2018,EXETER Y M C A (COMM PROJECTS)          ,charity 1162431 Co. 9437425,Broadclyst Youth Service,960,Revenue
CoPHEP,Communities,17 July 2017,01 September 2017,EXMINSTER SUMMER PLAYSCHEME             ,none,"for hire of premises, insurance and craft equipment",500,Revenue
CoPHEP,Communities,31 October 2017,01 November 2017,EXMINSTER WALKING FOOTBALL              ,none,Equipment,250,Revenue
CoPHEP,Communities,07-Mar-2017,Mar-2017,EXMOOR CENTRE                           ,charity No. 1062827,ramped external walkways & regrading of surfaces,2874.7,Revenue
CoPHEP,Communities,02-Feb-2017,Mar-2017,EXMOOR YOUNG VOICES                     ,none,"creating networks, media & meetings for young people",300,Revenue
CoPHEP,Communities,19.1.2017,Mar-2017,EXMOUTH & DISTRICT TALKING              ,283438,Exmouth & District Talking Newspaper for the Blind,400,Revenue
CoPHEP,Communities,10.3.2017,Mar-2017,EXMOUTH AMATEUR BOXING CLUB             ,none,for specialised boxing equipment,2233.36,Revenue
CoPHEP,Communities,14.2.2017,Mar-2017,EXMOUTH GATEWAY CLUB                    ,1145306,to assist with purchase of multi adaptable mini bus ,1000,Revenue
CoPHEP,Communities,7.12.2017,01 March 2018,EXMOUTH GATEWAY CLUB                    ,1145306,for multi adaptable mini bus ,1700,Revenue
CoPHEP,Communities,03 August 2017,01 March 2018,FAMILY ADVICE SUPPORT TEAM              ,Company 8807770,Youth Leisure nights,500,Revenue
CoPHEP,Communities,20-Jul-2017,15 September 2017,FILO PROJECT CIC THE                    ,Company 09079916 CIC,Photography exhibition to raise awareness of dementia services,200,Revenue
CoPHEP,Communities,11 September 2017,01 March 2018,FOOD IN COMMUNITY CIC                   ,company 08492527 CIC,collection & distribution of surplus vegetables & fruit,1300,Revenue
CoPHEP,Communities,42979,Mar-2018,FOOTBALL IN THE COMMUNITY(VITTLE        ,1121596,to bring multi sports to all genders of young people (8-19) in Exeter area ,1654,Revenue
CoPHEP,Communities,7 September4 2017,01 March 2018,FORDE PARK COMMUNITY PROJECT            ,none currently,professional fees for planning application for community café,2000,Revenue
CoPHEP,Communities,16 October 2017,01 January 2018,FREEDOM CENTRE                          ,charity 1165695 company 8815037,equipment for playzone in community café,1000,Revenue
CoPHEP,Communities,42979,Mar-2018,FREEMOOVEMENT                           ,none,Free fitness activity groups,300,Revenue
CoPHEP,Communities,08-Mar-2017,Mar-2017,FREMINGTON PARISH HALL MNGM CTTE        ,charity No. 300836,update kitchen,2158.74,Revenue
CoPHEP,Communities,10.3.2017,Mar-2017,FRIENDS OF BUCKFASTLEIGH SCHOOL         ,1083826, for MUGA ,1500,Revenue
CoPHEP,Communities,14-Jul-2017,01 March 2018,FRIENDS OF BUDLEIGH SALTERTON           ,none,Bounce & Rhyme session,500,Revenue
CoPHEP,Communities,20 September 2017,01 March 2018,FRIENDS OF CULLOMPTON LIBRARY           ,none,Cullompton Library Lego Club,300,Revenue
CoPHEP,Communities,24.01.17,Mar-2017,FRIENDS OF IVYBRIDGE LIBRARY            ,none,12 additional chairs,535,Revenue
CoPHEP,Communities,17 October 2017,01 February 2018,FRIENDS OF KINGSKERSWELL LIBRARY        ,none,Printing & distribution of KK Community Directory & additional computer,600,Revenue
CoPHEP,Communities,10-Mar-2017,Mar-2017,FRIENDS OF MOUNT PLEASANT HEALTH        ,none,for equipment for knitting group,110,Revenue
CoPHEP,Communities,19.01.2017,Feb-2017,FRIENDS OF NEWTON ABBOT LIBRARY         ,None,Taster sessions and promotional video,500,Revenue
CoPHEP,Communities,18 October 2017,01 November 2017,FRIENDS OF OLSP SCHOOL                  ,Charity 1171780,50 year old celebration,500,Revenue
CoPHEP,Communities,1.3.2017,Mar-2017,FRIENDS OF PINHOE LIBRARY               ,none,for feasabilty study,1500,Revenue
CoPHEP,Communities,14.2.2016,Mar-2017,FRIENDS OF POLTIMORE HOUSE&GRNDS        ,none,for floral art festival at Poltimore House,600,Revenue
CoPHEP,Communities,10.3.2017,Mar-2017,FRIENDS OF ST THOMAS LIBRARY            ,none,for folding chairs ,200,Revenue
CoPHEP,Communities,26 June 2017,Oct-2017,FRIENDS OF TAVISTOCK LIBRARY            ,none,internal decoration & external signage,1500,Revenue
CoPHEP,Communities,03.02.2017,Mar-2017,GLEN CREEDY COURT MANAGEMENT CO         ,5457961,Removal of graffiti and repainting wall,500,Revenue
CoPHEP,Communities,12 July 2017,Mar-18,GREAT TORRINGTON & DIST C D TRST        ,Charity 1055230 & Co. 03193400,Equipment for kitchen & sundry items,880,Revenue
CoPHEP,Communities,10.3.2017,Mar-2017,GUILD OF ST LAWRENCE                    ,290810,for broduction of Ashburton Activity Fun Book for Children ,250,Revenue
CoPHEP,Communities,23 August 2017,01 March 2018,HALBERTON COMMUNITY ASSOCIATION         ,none,to help fund community events,500,Revenue
CoPHEP,Communities,14 September 2017,01 March 2018,HALDON TUG OF WAR                       ,none,improved training facilities,1000,Revenue
CoPHEP,Communities,28.2.2017,01-Mar-17,HALWILL MENS CLUB/SNOOKER CLUB          ,none,for room refurbishment ,500,Revenue
CoPHEP,Communities,02.02.2017,End of Feb 2017,HEATHFIELD LEISURE PURSUITS             ,1076699,Replace lighting with LEDs,684,Revenue
CoPHEP,Communities,29.11.2017,Mar-2018,HEAVITREE COMMUNITY ASSOCIATION         ,none,for replacement Community Notice Board ,660,Revenue
CoPHEP,Communities,26.07.2017,01 March 2018,HELE COMMUNITY GROUP                    ,none,to assist with new lighting on the promenade at Hele,1000,Revenue
CoPHEP,Communities,20-Dec-2016,01-Feb-2017,HIGH BICKINGTON C P T LTD               ,IP29778R,To purchase a new cooker for the kitchen,850,Revenue
CoPHEP,Communities,30-Jan-2017,Mar-2017,HOLBETON OUT OF SCHOOL CLUB             ,Charity No. 1153548,outside lighting,49,Revenue
CoPHEP,Communities,27 September 2017,01 December 2017,HOLCOMBE RESIDENTS ASSOCIATION          ,none,defibrillator for Holcombe village,500,Revenue
CoPHEP,Communities,31.07.2017,Mar-18,HOLSWORTHY ARMY CADET FORCE             ,none,for first aid training ,200,Revenue
CoPHEP,Communities,28.2.2017,01-Mar-17,HOLSWORTHY MAN'S SHED                   ,none,for venue hire,500,Revenue
CoPHEP,Communities,19.01.2017,Jan-2017,HOMELESS IN TEIGNBRIDGE SUPPORT         ,1097540,To purchase a van,6000,Revenue
CoPHEP,Communities,3.2.2017,Mar-2017,HONITON COMMUNITY ACTION TRUST          ,8284274,"for equipment, training support to mentor teenagers against self harm, digital smart TV, service to boiler and heating system, play equipment for toddler group ",3583.5,Revenue
CoPHEP,Communities,05 June 2017,01 July 2017,HOUSE GROUP THE                         ,none,Environmental & Art Workshop,250,Revenue
CoPHEP,Communities,15 October 2017,01 November 2017,IDE MEMORIAL HALL                       ,Charity 300867,Refurbishment of kitchen & toilets,750,Revenue
CoPHEP,Communities,10.3.2017,Mar-2017,IDEFORD MILLENIUM GREEN TRUST           ,1076438,for purchase of new ride on mower,1739,Revenue
CoPHEP,Communities,10.3.2017,Mar-17,IDEFORD VILLAGE HALL                    ,charity 269695,for purchase of intergrated fridges ,300,Revenue
CoPHEP,Communities,06 October 2017,01 December 2017,IDEFORD VILLAGE HALL                    ,charity 269695,removal of flue chimney stack & kitchen extractor,1000,Revenue
CoPHEP,Communities,08-Dec-2016,Mar-17,ILFRACOMBE IN BLOOM                     ,none,To purchase seeds and planters,400,Revenue
CoPHEP,Communities,21 August 2017,01-Mar-2018,INTAGR8 CIC                             ,company 09696924 CIC,Pool table,500,Revenue
CoPHEP,Communities,09 July 2017,01 November 2017,INVOLVE                                 ,Charity 298345,To revitalise & Upgrade website,200,Revenue
CoPHEP,Communities,06 November 2017,01 November 2017,IPPLEPEN CARNIVAL CLUB                  ,none,various moveable road signs for use during carnival & other village functions,485,Revenue
CoPHEP,Communities,30-Jan-2017,Mar-2017,ISCA COMMUNITY ENTERPRISES              ,1161023,for 7 go pack contour folding table ,1049.32,Revenue
CoPHEP,Communities,7.4.2016,Mar-2017,ISCA WHEELCHAIR DANCERS                 ,none,to assist with travel costs ,500,Revenue
CoPHEP,Communities,10-Mar-2017,Mar-2017,IVYBRIDGE CARING                        ,Charity No. 1135960,Social Prescribing - visiting elderly,370,Revenue
