Function,Service,Date Grant Awarded,Time Period for Grant,Grant Beneficiary,Beneficiary's registration Number,Purpose of Grant,Amount,Revenue / Capital
PLACE,SfC,28/07/16,01/03/17,KENNFORD PLAYBOX,1034100,for kitchen refurbishment,"2,100.00",Revenue
PLACE,SfC,29/07/16,09/11/16,BRADNICH MUSICAL GARDENS,none,Fireworks and Bonfire event,200,Revenue
PLACE,SfC,29/07/16,01/03/17,ST DAVIDS HILL PLAYGROUP,308207,for staff training,400,Revenue
PLACE,SfC,03/08/16,01/09/16,KINGSKERSWELL VILLAGE HALL,1080516,for community fun day,250,Revenue
PLACE,SfC,03/08/16,01/02/17,KENTISBEARE VILLAGE HALL,1052482,Replacement of external doors and windows,300,Revenue
PLACE,SfC,03/08/16,01/03/17,VIRIDOR WASTE MANAGEMENT LTD,Company 02298543,"for joint project with Cllr Eve Barisic and Viridor for a multiwheeled outdoor sports facility in Sandringham Park, Buckland","4,490.16",Revenue
PLACE,SfC,03/08/16,01/04/17,COLEBROOKE PARISH HALL,Charity 300800,Refurbishment of hall and kitchen floors,"1,500.00",Revenue
PLACE,SfC,04/08/16,01/10/16,ALPHINGTON COMMUNITY ASSOCIATION,1001339,for reconnecting white goods after refurbishment,500,Revenue
PLACE,SfC,04/08/16,01/03/17,DARTMOUTH AREA LANDSCAPE GROUP,none,for construction of bridleway near Greenway,200,Revenue
PLACE,SfC,05/08/16,05/09/16,BRADNINCH BABY & TODDLER GROUP,None,Hire of hall and purchasing of toys,200,Revenue
PLACE,SfC,05/08/16,01/03/17,COUNTESS WEAR VILLAGE HALL,none,to provide concessionary places for residents on benefits or disables on workshops or courses,200,Revenue
PLACE,SfC,05/08/16,01/03/17,TOTNES MEMORY CAFE MEMORY LANES,none,for room hire costs,"1,060.00",Revenue
PLACE,SfC,05/08/16,01/12/16,CREDITON TOWN TEAM,None,To produce 'Go Out' publication,270,Revenue
PLACE,SfC,11/08/16,01/06/16,TIVERTON WEST END BOWLING CLUB,CH8357,Defibrillator,250,Revenue
PLACE,SfC,11/08/16,01/09/16,KENTISBEARE CHILDREN'S ORCHESTRA,none,Replacement equipment,550,Revenue
PLACE,SfC,12/08/16,01/09/16,ASSIST TEIGNBRIDGE,none,for fireworks and entertainment on 18/8/16 for residents & tourist,"1,000.00",Revenue
PLACE,SfC,12/08/16,01/12/16,AXMINSTER INDOOR BOWLING CLUB,none,Convector Heater for bowls hall,"1,800.00",Revenue
PLACE,SfC,12/08/16,01/03/17,AXMOUTH VILLAGE SHOW,none,cabinet for a defibrillator,821,Revenue
PLACE,SfC,12/08/16,01/04/17,CREDITON YOUTH ORCHESTRA,None,Start up costs for musical stands etc,750,Revenue
PLACE,SfC,16/08/16,01/07/16,IVYBRIDGE THEATRE COMPANY,1096297,for film equipment,400,Revenue
PLACE,SfC,16/08/16,31/03/17,SPIRITULIZED,1137166,for 16-24 work club for education and training,"1,000.00",Revenue
PLACE,SfC,18/08/16,01/07/16,BRADNICH MUSICAL GARDENS,none,Weekend music festival,200,Revenue
PLACE,SfC,18/08/16,01/03/17,BUDLEIGH JAZZ FESTIVAL,1144353,for annual music event,500,Revenue
PLACE,SfC,20/08/16,01/05/16,EXETER FESTIVAL OF FOOD & DRINK,none,for awareness campaign of fresh food,"1,000.00",Revenue
PLACE,SfC,22/08/16,01/03/17,MORETONHAMPSTEAD ASSOC FOR YOUTH,1085831,for instruments etc,500,Revenue
PLACE,SfC,23/08/16,01/09/16,WILLAND VILLAGE HALL COMMITTEE,Charity 301015,Major hall refurbishment,"1,000.00",Revenue
PLACE,SfC,25/08/16,01/03/17,AXMINSTER TOWN YOUTH AFC,none,for metal goals,600,Revenue
PLACE,SfC,25/08/16,01/03/17,DEVON CAROUSEL PROJECT,Company 07671783,for community heritage programme in Stoke Canon Primary School,"1,500.00",Revenue
PLACE,SfC,26/08/16,01/11/16,EXETER CITIZENS ADVICE BUREAU,none,for tree clearing,500,Revenue
PLACE,SfC,28/08/16,31/03/17,CREDITON TOWN TEAM,None,Crediton Festival 2017,"1,000.00",Revenue
PLACE,SfC,30/08/16,01/09/16,WHIMPLE HISTORY SOCIETY,1051725,for replacement scanner,450,Revenue
PLACE,SfC,30/08/16,01/11/16,IVYBRIDGE U3A,288007,for new keyboards,500,Revenue
PLACE,SfC,01/09/16,01/12/16,MORETONAHMPSTEAD SWIMMING POOL,Charity no: 272183,New geared rollers and covers for the pool,250,Revenue
PLACE,SfC,02/09/16,01/03/17,ST THOMAS COMMUNITY ASSOCIATION,none,for Xmas Lights switch on,400,Revenue
PLACE,SfC,05/09/16,Summer,CULLOMPTON DISABILITY ACTION GRP,none,Coach trips,500,Revenue
PLACE,SfC,05/09/16,01/06/16,LORAM MAINTENANCE GROUP,none,for replacement machinery,650,Revenue
PLACE,SfC,05/09/16,01/11/16,ROYAL MARINES ASSOCIATION,none,"for wreaths, crosses, hymn sheets, RM Band at Armistice Day Service",500,Revenue
PLACE,SfC,06/09/16,07/06/16,CREDITON METHODIST CHURCH Silverton Youth Club,None,Digital projector and television,400,Revenue
PLACE,SfC,06/09/16,01/09/16,CREDITON TOWN TEAM,None,Crediton History Trail,400,Revenue
PLACE,SfC,07/09/16,30/09/16,TRAIL,none,for workshops,700,Revenue
PLACE,SfC,09/09/16,01/03/17,DAWLISH & TEIGNMOUTH AREA,1060175,to assist with travel between Dawlish & Cockwood,500,Revenue
PLACE,SfC,13/09/16,01/09/16,STARCROSS PRE-SCHOOL,1022380,for holiday scheme,600,Revenue
PLACE,SfC,14/09/16,01/03/16,EXETER COMMUNITY TRANSPORT ASSOC,1129560,for assistance to purchase Genny mobility scooter,500,Revenue
PLACE,SfC,18/09/16,31/07/16,BRADNINCH YOUTH FOOTBALL CLUB,none,Bradninch Rocks fund raiser event,400,Revenue
PLACE,SfC,19/09/16,01/07/16,EXETER COMMUNITY TRANSPORT ASSOC,1129560,for assistance to purchase Genny mobility scooter,250,Revenue
PLACE,SfC,20/09/16,01/09/16,CITY RAIDERS YOUTH FOOBALL CLUB,none,for equipment & mini goals,415,Revenue
PLACE,SfC,22/09/16,01/08/16,BUDLEIGH SALTERTON FESTIVAL LTD,"5277571, 1107812",for publicity,"1,000.00",Revenue
PLACE,SfC,22/09/16,01/03/17,YOUNG AT HEART CLUB,None,Purchase of a PA system,400,Revenue
PLACE,SfC,22/09/16,01/03/17,UPLYME VILLAGE HALL,none,for refurbishment work on property,"1,000.00",Revenue
PLACE,SfC,24/09/16,01/03/17,NEWTOWN COMMUNITY ASSOCIATION,299529,for event,500,Revenue
PLACE,SfC,25/09/16,24/11/16,BAMPTON(DEVON)COMMUNITY HUB CIO,Charity 1164615,Emergency patching roof on 2 storey front,241.76,Revenue
PLACE,SfC,25/09/16,01/03/17,AGE UK EXETER,1010973,"Sycamores Centre - furniture, storage and garden improvements","2,000.00",Revenue
PLACE,SfC,26/09/16,01/08/16,EXMINSTER SUMMER PLAYSCHEME,none,for activities for children @ summer holidays,800,Revenue
PLACE,SfC,26/09/16,01/11/16,TADDYFORDE RESIDENTS ASSOCIATION,none,for tree clearing,200,Revenue
PLACE,SfC,26/09/16,01/12/16,KNOWLE VILLAGE HALL,None,for purchase of VAS sign,"1,000.00",Revenue
PLACE,SfC,26/09/16,01/03/17,IVYBRIDGE STREET PASTORS,none,to replace radios and training needs,"1,000.00",Revenue
PLACE,SfC,26/09/16,01/03/17,EXETER ST JAMES COMMNTY TRST LTD,IP032444,for the next phase of regeneration of Queens Crescent Garden,"5,000.00",Revenue
PLACE,SfC,26/09/16,01/03/17,ROTARY CLUB OF EXETER,1060662,for provision of advice and information & volunteering in Pinhoe & Mincinglake,300,Revenue
PLACE,SfC,26/09/16,01/03/17,DEVON ARMY CADET FORCE,none,for new standard,500,Revenue
PLACE,SfC,27/09/16,01/09/16,WEST BUCKLAND WOMENS GROUP,None,Bulbs and planters for community enhancement project,150,Revenue
PLACE,SfC,27/09/16,01/03/17,KINGSKERSWELL PANTOMIME CTTEE,none,to bring equipment up to safety standards,500,Revenue
PLACE,SfC,28/09/16,11/01/2016-31/03/2016,Hemerdon Recreation Club,1074563,Flood Community resilience grant - Distributed by Devon Communities Together,"1,230.00",Revenue
PLACE,SfC,28/09/16,01/03/17,TEIGNBRIDGE DISTRICT COUNCIL Taste of the Teign,none,for promotional information,"1,000.00",Revenue
PLACE,SfC,29/09/16,06/01/17,BRADNICH MUSICAL GARDENS,none,Lantern workshops and procession,100,Revenue
PLACE,SfC,29/09/16,30/03/17,BRADNINCH MEMORIAL FUND,none,1918 commemorations,100,Revenue
PLACE,SfC,29/09/16,25/12/16,BRADNINCH YOUTH CLUB,none,Repair and refurfacing of rear yard and frontage of West End Hall,200,Revenue
PLACE,SfC,29/09/16,01/03/17,COUNTESS WEAR VILLAGE HALL,none,for rebuilding works,"1,500.00",Revenue
PLACE,SfC,29/09/16,01/03/17,TICK TOCKS(AXMINSTER)LTD,5287493,for equipment for sensory room,500,Revenue
PLACE,SfC,29/09/16,01/03/17,HONITON 55 + CENTRE,9732324,for new cookers,"1,500.00",Revenue
PLACE,SfC,29/09/16,01/04/17,CREDITON ARTS CENTRE,Charity 1155513,2017 Food Festival,800,Revenue
PLACE,SfC,30/09/16,01/11/16,CHATTERBOX,None,Purchase of large plastic boxes,500,Revenue
PLACE,SfC,30/09/16,01/12/16,PADDLEBOAT THEATRE,9273936,for community storytelling workshop @ St Thomas Library,235,Revenue
PLACE,SfC,30/09/16,01/03/17,BUDLEIGH SALTERTON FESTIVAL LTD,"5277571, 1107812",for annual music event,"1,000.00",Revenue
PLACE,SfC,30/09/16,01/03/17,MERRY GO ROUND TOY LIBRARIES,1100532,for new equipment,400,Revenue
PLACE,SfC,03/10/16,01/06/16,CORNWORTHY BIG STREET PARTY,none,to celebrate HMQ's 90 Birthday,100,Revenue
PLACE,SfC,04/10/16,01/03/17,EXETER Y M C A (COMM PROJECTS),250197,for equipment and training,"1,000.00",Revenue
PLACE,SfC,04/10/16,01/03/17,FRIENDS OF OTTERY LIBRARY,none,for relocation costs,"2,000.00",Revenue
PLACE,SfC,04/10/16,01/03/17,DARTMOUTH GREEN PARTNERSHIPS,1164582,for fruit trees & veg plots,"1,000.00",Revenue
PLACE,SfC,06/10/16,01/03/17,BUDLEIGH SALTERTON ARTS CENTRE,306636,for installation of blue plaque to indicate former place of residence of James Lackington,360,Revenue
PLACE,SfC,06/10/16,01/03/17,EXETER UNI GUILD OF STUDENTS,none,for summer activities,"1,500.00",Revenue
PLACE,SfC,06/10/16,01/03/17,WESTBANK COMMUNITY HEALTH & CARE,1119541 & 6243811,for memory cafes,500,Revenue
PLACE,SfC,07/10/16,31/03/17,PADDLEBOAT THEATRE,9273936,Drama workshops in Libraries,50,Revenue
PLACE,SfC,12/10/16,01/09/16,DAWLISH WARREN TOURISM,None,for fireworks and entertainment on 18/8/16 for residents & tourist,250,Revenue
PLACE,SfC,13/10/16,01/09/16,BUDLEIGH SALTERTON FOOTBALL CLUB,none,for clubhouse toilet upgrade,"2,000.00",Revenue
PLACE,SfC,17/10/16,March to July 2016,TEIGNBRIDGE DISTRICT COUNCIL Devon Youth Games Charitable Trust,none,Youth Games 2016,"4,020.00",Revenue
PLACE,SfC,17/10/16,01/07/16,STOKE FLEMING HORT & SPORTS SOC,none,for new marquee,500,Revenue
PLACE,SfC,18/10/16,01/05/16,IDEFORD VILLAGE HALL,269695,for refurbishment,"1,000.00",Revenue
PLACE,SfC,21/10/16,01/03/17,PADDLEBOAT THEATRE,9273936,for 12 week creative drama and outdoor learning @ Clyst St Mary Primary School,665,Revenue
PLACE,SfC,24/10/16,01/03/17,ST THOMAS NEIGHBOURHOOD & TRADER,none,for printing postcards,208,Revenue
PLACE,SfC,25/10/16,01/03/17,EAST DEVON CITZENS ADVICE BUREAU,115964 & 05820956,for new copier,480,Revenue
PLACE,SfC,30/10/16,30/10/16,KENNERLEIGH PARISH MEETING,None,Purchase of alarmed cabinet for defibrillator,500,Revenue
PLACE,SfC,31/10/16,01/11/16,BROADCLYST VICTORY HALL,300784,new laptop computer,600,Revenue
PLACE,SfC,31/10/16,01/03/17,DANU BLUE NATURAL HEALING CIC,none,Dragon's den application,750,Revenue
PLACE,SfC,31/10/16,01/03/17,HONITON BAND,none,Dragon's den application,750,Revenue
PLACE,SfC,31/10/16,01/03/17,HONITON COMMUNITY ACTION TRUST,Charity 1163406,Dragon's den application,720,Revenue
PLACE,SfC,31/10/16,01/03/17,HONITON COMMUNITY CHURCH,"Charity 1057688, 1162085",Dragon's den application,720,Revenue
PLACE,SfC,31/10/16,01/03/17,HONITON YOUTH CLUB,Charity 1164577,Dragon's den application,500,Revenue
PLACE,SfC,31/10/16,01/04/17,OPEN DAW DAWLISH COMMUNITY,Charity 1113482,The Biz - Phase Two,200,Revenue
PLACE,SfC,02/11/16,08/12/16,CHUDFEST,None,30 no parking cones to ensure safety during community event road closures,145,Revenue
PLACE,SfC,04/11/16,01/03/17,COFFEE ON THE CORNER,6329611,for new commercial fridges,400,Revenue
PLACE,SfC,05/11/16,01/10/16,F L I C S,none,for audio equipment,500,Revenue
PLACE,SfC,08/11/16,20/05/17,YEOFORD COMMUNITY ASSOCIATION,None,Theme Park Trip to Drayton Manor,500,Revenue
PLACE,SfC,08/11/16,23/12/16,AGE CONCERN CREDITON,1008497,Bernaville Garden Centre visits,800,Revenue
PLACE,SfC,08/11/16,01/02/17,BONIFACE TRAIL ASSOCIATION,Charity 1168111,"Promote, provide and maintain a traffic free trail","1,500.00",Revenue
PLACE,SfC,08/11/16,01/03/17,DEVON DEVELOPMENT EDUCATION,1102233,for food project with primary schools and elderly adults,250,Revenue
PLACE,SfC,10/11/16,01/12/16,CULLOMPTON ALLOTMENTS ASSOCIATIO,None,Office materials for new training building,250,Revenue
PLACE,SfC,10/11/16,01/03/17,BOVEY TRACEY HERITAGE TRUST,1063070,for production of booklet commemorating those listed on local war memorials,"1,000.00",Revenue
PLACE,SfC,12/11/16,21/08/16,FRIENDS OF CULLOMPTON LIBRARY,None,Hayridge Minecraft Day,180,Revenue
PLACE,SfC,13/11/16,01/04/16,SAMPFORD PEVERELL MEMORIAL HALL,Charity 300956,Installation of Wi-Fi,260,Revenue
PLACE,SfC,14/11/16,01/02/17,CULM SAMPFORD YOUTH FOOTBALL CLB,None,New Youth Goals,600,Revenue
PLACE,SfC,14/11/16,28/02/17,FRIENDS OF IVY LANE,none,"Recruit, Train & Equip volunteers to run Youth Club evenings",650,Revenue
PLACE,SfC,14/11/16,01/03/17,FRIENDS OF HIGHER CEMETERY,none,for installation of Theatre Fire Memorial,200,Revenue
PLACE,SfC,14/11/16,01/03/17,FRIENDS OF HIGHER CEMETERY,none,for installation of Theatre Fire Memorial,200,Revenue
PLACE,SfC,14/11/16,01/03/17,FRIENDS OF HIGHER CEMETERY,none,for installation of Theatre Fire Memorial,200,Revenue
PLACE,SfC,15/11/16,31/03/17,HALBERTON COMMUNITY ASSOCIATION,none,Various community events,500,Revenue
PLACE,SfC,15/11/16,01/03/17,KINGSBRIDGE & DISTRICT TINNITUS,none,"for fliers, marketing, leaflets etc",350,Revenue
PLACE,SfC,17/11/16,01/09/16,WONFORD COMM & LEARNING CNTR LTD,Charity 1116666 Company 05908666,for celebration of 30th Anniversary of Community & Learning Centre,80,Revenue
PLACE,SfC,17/11/16,01/03/17,LIFE EDUCATION WESSEX,1071094,"for educational day @ Broadhembury, Branscombe & Farway Primary Schools",290,Revenue
PLACE,SfC,18/11/16,01/03/17,KENTON PRE-SCH,1020323,for library project,"1,000.00",Revenue
PLACE,SfC,21/11/16,01/05/16,PARKRUN LTD,Company 07289574,"for flags, banners & Gazebo for junior run",940,Revenue
PLACE,SfC,21/11/16,01/09/16,PARK LIFE HEAVITREE,none,for fun day in park,800,Revenue
PLACE,SfC,21/11/16,01/03/17,PADDLEBOAT THEATRE,9273936,for storytelling in Pinhoe Library,235,Revenue
PLACE,SfC,22/11/16,01/03/17,LODDISWELL PLYNG FLD & VILL HALL,none,for early morning bus service by Tally Ho bus company,500,Revenue
PLACE,SfC,23/11/16,01/09/16,SID VALE CARNIVAL CLUB,none,for new speakers,900,Revenue
PLACE,SfC,24/11/16,,SUNNINGMEAD COMMUNITY ASSOCIATN,Charity 1070269,Replacement bouncy castle,747.3,Revenue
PLACE,SfC,24/11/16,01/03/16,ST PETERS PTA,280340,for all weather play equipment,"1,000.00",Revenue
PLACE,SfC,25/11/16,01/08/16,MIDSUMMER DREAMS FESTIVAL,none,for a weekend of summer theatre for families for venue hire,350,Revenue
PLACE,SfC,25/11/16,01/10/16,LIFEWORKS CHARITY LTD,1054167,for renovation of sensory room,350,Revenue
PLACE,SfC,25/11/16,01/03/17,OTTERY STATION,none,for portable sound system,450,Revenue
PLACE,SfC,28/11/16,31/03/17,WILLAND YOUTH CLUB,Charity 266039,Refurbishment of youth club,"1,000.00",Revenue
PLACE,SfC,28/11/16,01/02/17,TIVERTON SEA CADETS,Charity 300990,Maintainance of minibus,450,Revenue
PLACE,SfC,28/11/16,01/03/17,ST DAVID'S NEIGHBOURHOOD PRTNSHP,none,"to establish an community
 -led Community Warden Service Scheme for St David’s Neighbourhood and adjacent St James ward areas","4,000.00",Revenue
PLACE,SfC,29/11/16,20/06/17,SHALDON FESTIVAL,Charity 1118828,"3 music concerts, choral workshop and several outreach events in local schools",500,Revenue
PLACE,SfC,29/11/16,29/05/17,STOKEINTEIGNHEAD FUZZY DEE,None,Fuzzy Dee Downhill Race and Fun Dog Show,250,Revenue
PLACE,SfC,29/11/16,01/07/16,ST LEONARDS PRE SCHOOL,1161988,to buy i-pads,499,Revenue
PLACE,SfC,29/11/16,01/12/16,STOKEINTEIGNHEAD VILLAGE HALL,265666,Table tennis Club,250,Revenue
PLACE,SfC,29/11/16,01/08/17,SHALDON REGATTA ASSOCIATION,1151990,200 Celebration entertainment,250,Revenue
PLACE,SfC,02/12/16,01/05/15,ROTARY CLUB OF SALCOMBE,1023433,for Young Salcombe Centre - Patrons of Crab fest event,500,Revenue
PLACE,SfC,02/12/16,01/06/16,HEAVITREE COMMUNITY ASSOCIATION,none,for Music in the Park,500,Revenue
PLACE,SfC,02/12/16,01/03/17,SALCOMBE HISTORY SOCIETY,none,for conversion of documents to digital,300,Revenue
PLACE,SfC,06/12/16,01/11/16,CHURCHES HOUSING ACTION TEAM,1049478,Advertising costs,520,Revenue
PLACE,SfC,08/12/16,01/03/17,SUN SEA & BOOKS,none,to hire speakers for Sidmouth Literary Festival,240,Revenue
PLACE,SfC,08/12/16,01/03/17,SUSTRANS LTD,326550 & 1797726,for a report and recommendations for more cycling and walking in Sid valley and ED ANOB,"1,305.00",Revenue
PLACE,SfC,09/12/16,01/06/16,SUN SEA & BOOKS,none,literary Festival PA System,250,Revenue
PLACE,SfC,09/12/16,01/12/16,TOTNES ALLOTMENT ASSOCIATION,none,"Installation of water supply at Camomile Lawn, Bridgetown",500,Revenue
PLACE,SfC,09/12/16,01/01/17,EXWICK YOUTH COUNCIL,none,for hall hire & materials for art sessions,"2,000.00",Revenue
PLACE,SfC,12/12/16,01/09/16,SOUTH BRENT CARNIVAL,none,for audio equipment,"1,500.00",Revenue
PLACE,SfC,13/12/16,01/06/16,KENTISBEARE PERFORMING ARTS,none,Orchestral concert,450,Revenue
PLACE,SfC,14/12/16,31/03/17,PADDLEBOAT THEATRE,9273936,for drama workshops @ Deaf Academy,500,Revenue
PLACE,SfC,14/12/16,01/05/16,BICKINGTON VILLAGE TRUST LTD,"5714031, 1115259",for floor refurbishment,"1,500.00",Revenue
PLACE,SfC,14/12/16,01/07/16,CARERS PATHWAYS,Charity 1170159,for set up costs of Devon Memory Café Consortium,"1,450.00",Revenue
PLACE,SfC,14/12/16,01/12/16,BOVEY TRACEY AFC,none,for new boiler and heating system,"2,000.00",Revenue
PLACE,SfC,14/12/16,01/03/17,FRIENDS OF HIGHER CEMETERY,none,for installation of Theatre Fire Memorial,200,Revenue
PLACE,SfC,14/12/16,01/03/17,PARK LIFE HEAVITREE,none,for pre booking equipment for Community Fun day in Heavitree,"3,000.00",Revenue
PLACE,SfC,14/12/16,01/03/17,ST PETROCK'S (EXETER) LTD,Charity 1090155 Company 04312156,for new tumble dryer,243,Revenue
PLACE,SfC,15/12/16,01/06/16,EXETER RESPECT CIC,none,for hire of stage and other equipment,250,Revenue
PLACE,SfC,19/12/16,01/03/17,BUCKLAND ATHLETIC FOOTBALL CLUB,none,for new kit for ladies team,500,Revenue
PLACE,SfC,30/09/08,03/05/17,Copplestone Recreation Association,184,Construction of a new pavillion,750,Capital
PLACE,SfC,30/09/08,03/05/17,Copplestone Recreation Association,184,Construction of a new pavillion,"1,542.00",Capital
PLACE,SfC,01/10/09,03/05/17,Countess Wear Village Hall,220,Major refurbishment,"16,127.08",Capital
PLACE,SfC,01/10/09,03/05/17,Countess Wear Village Hall,220,Major refurbishment,"18,009.24",Capital
PLACE,SfC,01/10/09,03/05/17,Countess Wear Village Hall,220,Major refurbishment,"24,417.45",Capital
PLACE,SfC,01/10/09,03/05/17,Countess Wear Village Hall,220,Major refurbishment,"23,472.30",Capital
PLACE,SfC,01/10/09,03/05/17,Countess Wear Village Hall,220,Major refurbishment,"17,973.93",Capital
PLACE,SfC,31/03/11,03/05/17,Dartmouth & District Indoor Pool Trust,204,Construction of a new swimming pool at Dartmouth,"616,293.70",Capital
PLACE,SfC,31/03/11,03/05/17,Dartmouth & District Indoor Pool Trust,204,Construction of a new swimming pool at Dartmouth,"132,555.99",Capital
PLACE,SfC,31/03/11,03/05/17,Dartmouth & District Indoor Pool Trust,204,Construction of a new swimming pool at Dartmouth,"136,151.45",Capital
PLACE,SfC,31/03/11,03/05/17,Dartmouth & District Indoor Pool Trust,204,Construction of a new swimming pool at Dartmouth,"88,191.02",Capital
PLACE,SfC,31/03/11,03/05/17,Dartmouth & District Indoor Pool Trust,204,Construction of a new swimming pool at Dartmouth,"10,999.37",Capital
PLACE,SfC,16/01/12,03/05/17,Dartmouth Amateur Rowing Club,606,Improvements to changing rooms,500,Capital
PLACE,SfC,28/01/13,03/05/17,East Devon Citzens Advice Bureau,892,Wide screens,250,Capital
PLACE,SfC,28/01/13,03/05/17,Stoke Rivers Village Hall,897,Restoration works,331.73,Capital
PLACE,SfC,28/02/13,03/05/17,Axminster Arts,940,Websters Art Project - improvements to façade,500,Capital
PLACE,SfC,28/02/13,03/05/17,Blackawton Community Shop,952,Relocation to portacabin,300,Capital
PLACE,SfC,28/02/13,03/05/17,RMB Chivenor,972,Memorial garden,"1,000.00",Capital
PLACE,SfC,28/02/13,03/05/17,All Saints District Village Hall,983,Upgrade entrance steps & sensor lighting,"1,000.00",Capital
PLACE,SfC,28/07/14,03/05/17,North Tawton Bowling Club,1024,New club house,"2,000.00",Capital
PLACE,SfC,28/08/14,03/05/17,Hartland Parish Hall,1039,Enhancement works at Hartland Parish Hall,"4,000.00",Capital
PLACE,SfC,03/10/14,03/05/17,Ideford Village Hall,1057,Energy efficiency & internal improvements,"3,000.00",Capital
PLACE,SfC,03/10/14,03/05/17,St Thomas Bowling Club,1063,Kitchen refurbishment,300,Capital
PLACE,SfC,27/10/14,03/05/17,Drewsteignton Playing Field Committee,1072,Purchase and installation of new play equipment,"1,000.00",Capital
PLACE,SfC,27/11/14,03/05/17,Meddon Village Hall Committee,1098,Refurbishment & development of Meddon Village Hall,"3,000.00",Capital
PLACE,SfC,30/01/15,03/05/17,Broadhempston Village Hall and Playing Field Trust CIO,1123,"Contribution towards new village hall, Broadhempston","2,000.00",Capital
PLACE,SfC,30/01/15,03/05/17,Friends of Cullompton Library,1107,Lego Mindstorm equipment,79.44,Capital
PLACE,SfC,30/01/15,03/05/17,Newcombes Meadow Community Group,1122,New play equipment,"2,000.00",Capital
PLACE,SfC,30/01/15,03/05/17,Newcombes Meadow Community Group,1122,New play equipment,"-2,000.00",Capital
PLACE,SfC,30/01/15,03/05/17,Newcombes Meadow Community Group,1122,New play equipment,"2,000.00",Capital
PLACE,SfC,05/03/15,03/05/17,Colebrooke Parish Hall,1127,Repair and renovation of stage,900,Capital
PLACE,SfC,05/03/15,03/05/17,Exeter YMCA,1134,South Molton Youth Resource Centre - equipment & refurbishment to enable YMCA Exeter to operate as a community facility,"4,000.00",Capital
PLACE,SfC,05/03/15,03/05/17,Crediton Arts Centre,1131,Replacement of portable staging,"3,000.00",Capital
PLACE,SfC,07/04/15,03/05/17,Friends of Ivybridge Library,1163,Library shelves,"1,838.00",Capital
PLACE,SfC,07/04/15,03/05/17,Bampton Library & Resource Centre Supporters,1171,New computer system (previously for building works),"2,000.00",Capital
PLACE,SfC,07/04/15,03/05/17,Combe Martin Village Hall Community Group,1158,Combe Martin Youth Club,"6,300.00",Capital
PLACE,SfC,10/06/15,01/07/15,TOTNES TEAM,none,for an independent High Street Audit,"1,306.00",Revenue
PLACE,SfC,15/06/15,January-March 2016,PETROCKSTOWE PLAY PARK,none,Refurbish and renew play park equipment,"1,000.00",Revenue
PLACE,SfC,28/07/15,03/05/17,1st Tipton St John Scout Group,1182,Hut extension,"1,000.00",Capital
PLACE,SfC,28/07/15,03/05/17,Chudleigh Youth Centre Charitable Trust,1177,Enhancement works Chudleigh Youth Centre,"1,482.00",Capital
PLACE,SfC,02/11/15,03/05/17,Ugborough Village Hall,1194,Tables and Chairs,973,Capital
PLACE,SfC,02/11/15,03/05/17,Meddon Village Hall Committee,1197,Refurbishment & development of Meddon Village Hall,"2,992.00",Capital
PLACE,SfC,02/11/15,03/05/17,Kingsteignton Swimming Pool,1200,Plant room pumps,"2,000.00",Capital
PLACE,SfC,02/11/15,03/05/17,6th Kingsbridge Scout group,1201,Contribution towards boiler replacement,203,Capital
PLACE,SfC,02/11/15,03/05/17,Sidford Social Hall,1205,Refurbishment of ladies toilets,"1,000.00",Capital
PLACE,SfC,02/11/15,03/05/17,Belles Place CIC,1202,Disabled toilet & baby changing facilities,"2,000.00",Capital
PLACE,SfC,27/11/15,03/05/17,St Sidwell's Community Centre,1210,"Purchase of new garden equipment, chairs & replacement carpets","2,041.60",Capital
PLACE,SfC,01/01/16,08/03/16,DEVON UNITED WOMEN,none,International Womens Day,500,Revenue
PLACE,SfC,04/01/16,03/05/17,Kennerleigh Community Shop,1214,Chiller for Kennerleigh Community Shop,500,Capital
PLACE,SfC,04/01/16,03/05/17,Washfield Memorial Hall,1222,Remedial work for Washfield Memorial Hall roof,"1,000.00",Capital
PLACE,SfC,04/01/16,03/05/17,Bampton Library & Resource Centre Supporters,1208,Building works (2nd tranche),"2,000.00",Capital
PLACE,SfC,04/01/16,03/05/17,Shirwell School PTFA,1211,The Field' - contribution towards groundworks to lay drainage,"5,091.00",Capital
PLACE,SfC,04/01/16,03/05/17,"The Institute, Ottery St Mary",1213,Electrical Works,"1,000.00",Capital
PLACE,SfC,04/01/16,03/05/17,Swimbridge Jubilee Hall,1219,Fixtures & fittings,"2,550.00",Capital
PLACE,SfC,04/01/16,03/05/17,St Raphael's Church Huccaby,1217,Contribution towards installation of composting toilet,500,Capital
PLACE,SfC,08/01/16,01/02/16,BIDEFORD B M X CLUB,none,To erect perimeter safety fencing around the track,"1,000.00",Revenue
PLACE,SfC,08/01/16,01/03/16,NEWTON ABBOT CTA,Charity 1124719 Company 6508034,for beautifying buses for NACTA's Silver Jubilee,"1,000.00",Revenue
PLACE,SfC,08/01/16,31/03/16,HEALTH & LOCAL FOOD FOR FAMILIES,none,for young carers cookery lessons,400,Revenue
PLACE,SfC,13/01/16,01/03/16,D A I S I,1071762,for WW1 projects in Devon,500,Revenue
PLACE,SfC,14/01/16,01/05/16,BIDEFORD AFC SUPPORTERS CLUB,none,Community defibrillator,300,Revenue
